Date,Revenue,lag_1,lag_7,lag_30,rolling_mean_7,rolling_std_7
2023-04-29,6141.6675000000005,9415.317000000001,3174.6000000000004,11278.81,8282.461142857142,3195.9603996449546
2023-04-30,6281.84,6141.6675000000005,10389.74,6016.521000000001,7695.618285714287,3120.794403652726
2023-05-02,9000.338,6281.84,7996.1759999999995,2817.3165,7839.070000000001,3159.748304642043
2023-05-03,175.5,9000.338,2277.5155,3600.0700000000006,7538.782071428572,3809.46765529077
2023-05-04,716.04,175.5,11702.663999999999,12449.8305,5969.264357142858,4062.849135155456
2023-05-05,7804.224000000001,716.04,10054.148,5777.96,5647.846642857144,3763.8211004252194
2023-05-06,9055.552,7804.224000000001,9415.317000000001,3075.3,5596.451642857144,3705.811392102312
2023-05-07,551.3515,9055.552,6141.6675000000005,8534.218,4797.835071428572,4145.067039394871
2023-05-09,424.863,551.3515,6281.84,17653.833,3961.1240714285727,4380.059010129309
2023-05-10,24318.594,424.863,9000.338,6404.909000000001,6149.446357142858,8856.458335446461
2023-05-11,868.1385,24318.594,175.5,4895.567999999999,6248.394714285715,8782.148253201152
2023-05-12,4744.523,868.1385,716.04,5110.4295,6823.892285714287,8486.195328419486
2023-05-13,5563.6665,4744.523,7804.224000000001,8763.33,6503.812642857143,8485.311120097249
2023-05-14,3784.3,5563.6665,9055.552,4687.152,5750.776642857144,8454.958718368294
2023-05-16,306.576,3784.3,551.3515,7212.9225,5715.808714285716,8480.51394970831
2023-05-17,859.7835,306.576,424.863,4007.4845,5777.940214285715,8436.77024670774
2023-05-19,2486.9955,859.7835,24318.594,1313.604,2659.1404285714298,2084.0922389040797
2023-05-20,3880.3720000000003,2486.9955,868.1385,11041.627499999999,3089.459500000001,1959.9379191623461
2023-05-21,2058.411,3880.3720000000003,4744.523,336.6765,2705.7292142857154,1841.2506246625792
2023-05-23,4895.021,2058.411,5563.6665,9586.81,2610.2084285714295,1678.4192278906278
2023-05-24,12299.652,4895.021,3784.3,9366.676,3826.687285714287,4063.0576881618645
2023-05-25,8991.152,12299.652,306.576,8481.375,5067.341,4134.339679519167
2023-05-26,1314.355,8991.152,859.7835,11789.693,5132.279785714287,4060.1402273205476
2023-05-27,2435.553,1314.355,2486.9955,3174.6000000000004,5124.930857142857,4065.768897152649
2023-05-28,9009.711,2435.553,3880.3720000000003,10389.74,5857.693571428573,4261.589335596834
2023-05-29,909.225,9009.711,2058.411,7996.1759999999995,5693.524142857144,4450.299501673064
2023-05-30,811.984,909.225,4895.021,2277.5155,5110.233142857143,4824.265437866426
2023-06-01,502.884,811.984,12299.652,11702.663999999999,3424.980571428572,3857.9055436889207
2023-06-02,893.376,502.884,8991.152,10054.148,2268.1554285714296,3037.533471968179
2023-06-03,146.79899999999998,893.376,1314.355,9415.317000000001,2101.361714285715,3129.3059506751147
2023-06-05,4138.395,146.79899999999998,2435.553,6141.6675000000005,2344.624857142858,3224.3582434477175
2023-06-08,1037.16,4138.395,9009.711,6281.84,1205.689000000001,1328.205766356302
2023-06-09,855.5759999999999,1037.16,909.225,9000.338,1198.0248571428583,1330.354613287102
2023-06-10,636.803,855.5759999999999,811.984,175.5,1172.9990000000012,1340.4364188226655
2023-06-12,2413.44,636.803,502.884,716.04,1445.9355714285725,1375.305900186723
2023-06-13,14961.215,2413.44,893.376,7804.224000000001,3455.626857142858,5250.9402399282635
2023-06-14,3016.152,14961.215,146.79899999999998,9055.552,3865.53442857143,5058.04420802221
2023-06-17,9379.934500000001,3016.152,4138.395,551.3515,4614.325785714287,5475.889623955336
2023-06-18,4409.213,9379.934500000001,1037.16,424.863,5096.047642857144,5252.519516151029
2023-06-19,10536.937000000002,4409.213,855.5759999999999,24318.594,6479.099214285716,5224.391883327381
2023-06-20,4314.529500000001,10536.937000000002,636.803,868.1385,7004.488714285716,4697.274411986807
2023-06-21,6972.497,4314.529500000001,2413.44,4744.523,7655.782571428573,4249.320156672324
2023-06-22,4506.88,6972.497,14961.215,5563.6665,6162.306142857145,2865.695735781207
2023-06-23,15789.476000000002,4506.88,3016.152,3784.3,7987.0667142857155,4257.329520306282
2023-06-24,4279.68,15789.476000000002,9379.934500000001,306.576,7258.45892857143,4412.8161512762135
2023-06-25,6735.4515,4279.68,4409.213,859.7835,7590.778714285717,4246.958865643449
2023-06-26,4956.588,6735.4515,10536.937000000002,2486.9955,6793.586000000001,4123.721138073791
2023-06-27,9092.980000000001,4956.588,4314.529500000001,3880.3720000000003,7476.221785714288,4039.595822873433
2023-06-28,11204.34,9092.980000000001,6972.497,2058.411,8080.770785714288,4262.174264762017
2023-06-29,1138.14,11204.34,4506.88,4895.021,7599.5222142857165,4878.575651854714
2023-06-30,12306.583999999999,1138.14,15789.476000000002,12299.652,7101.966214285715,4003.147848374283
2023-07-01,5013.4349999999995,12306.583999999999,4279.68,8991.152,7206.788357142858,3925.7887861746617
2023-07-03,7450.681500000001,5013.4349999999995,6735.4515,1314.355,7308.9640714285715,3920.7812116556393
2023-07-04,10934.984499999999,7450.681500000001,4956.588,2435.553,8163.020714285715,3973.7390784281024
2023-07-05,639.1575,10934.984499999999,9092.980000000001,9009.711,6955.331785714286,4835.247652006348
2023-07-06,3017.736,639.1575,11204.34,909.225,5785.816928571429,4621.578985160444
2023-07-07,215.73,3017.736,1138.14,811.984,5654.044071428571,4786.393437909346
2023-07-09,1942.6634999999999,215.73,12306.583999999999,502.884,4173.484000000001,3907.919826534964
2023-07-10,622.3829999999999,1942.6634999999999,5013.4349999999995,893.376,3546.190857142858,4098.401071231343
2023-07-11,8005.811,622.3829999999999,7450.681500000001,146.79899999999998,3625.4950714285724,4190.872792422742
2023-07-12,1512.558,8005.811,10934.984499999999,4138.395,2279.434142857144,2699.789984765759
2023-07-13,8133.444,1512.558,639.1575,1037.16,3350.046500000001,3348.8466666053605
2023-07-14,8709.9,8133.444,3017.736,855.5759999999999,4163.212785714287,3900.3753536059053
2023-07-15,3456.96,8709.9,215.73,636.803,4626.245642857144,3528.289105226491
2023-07-18,7124.754,3456.96,1942.6634999999999,2413.44,5366.544285714287,3413.150557996177
2023-07-19,10531.0,7124.754,622.3829999999999,14961.215,6782.0610000000015,3163.234208061165
2023-07-21,11952.037,10531.0,8005.811,3016.152,7345.807571428572,3720.275982835676
2023-07-22,7565.4675,11952.037,1512.558,9379.934500000001,8210.50892857143,2702.782861950473
2023-07-23,2368.698,7565.4675,8133.444,4409.213,7386.973785714287,3492.934682909557
2023-07-24,7350.34,2368.698,8709.9,10536.937000000002,7192.750928571429,3444.57803009767
2023-07-26,14194.8555,7350.34,3456.96,4314.529500000001,8726.736,3868.5111262657924
2023-07-27,7723.125,14194.8555,7124.754,6972.497,8812.217571428571,3833.6668482857913
2023-07-29,3269.844,7723.125,10531.0,4506.88,7774.909571428572,4250.757688975954
2023-07-30,475.479,3269.844,11952.037,15789.476000000002,6135.401285714287,4572.2173096947
2023-07-31,7683.296,475.479,7565.4675,4279.68,6152.233928571431,4578.572049352002
2023-08-01,2356.038,7683.296,2368.698,6735.4515,6150.425357142857,4580.317830592136
2023-08-02,3219.0425,2356.038,7350.34,4956.588,5560.240000000001,4665.312558124208
2023-08-03,776.8625,3219.0425,14194.8555,9092.980000000001,3643.3838571428582,2977.54375164471
2023-08-05,8380.310000000001,776.8625,7723.125,11204.34,3737.2674285714297,3133.876283801037
2023-08-06,22418.7635,8380.310000000001,3269.844,1138.14,6472.827357142858,7695.495190029543
2023-08-07,2984.8500000000004,22418.7635,475.479,12306.583999999999,6831.30892857143,7423.1856681868385
2023-08-08,1605.92,2984.8500000000004,7683.296,5013.4349999999995,5963.112357142859,7658.596077444831
2023-08-09,3100.9615,1605.92,2356.038,7450.681500000001,6069.530000000001,7605.110259696296
2023-08-10,2295.78,3100.9615,3219.0425,10934.984499999999,5937.635357142858,7670.510077237042
2023-08-11,8917.02,2295.78,776.8625,639.1575,7100.515000000001,7368.8248949051085
2023-08-12,2311.882,8917.02,8380.310000000001,3017.736,6233.596714285716,7547.955369486529
2023-08-13,875.14,2311.882,22418.7635,215.73,3155.936214285716,2654.532506337868
2023-08-14,3532.6935000000003,875.14,2984.8500000000004,1942.6634999999999,3234.199571428573,2656.7228073746455
2023-08-15,9413.712,3532.6935000000003,1605.92,622.3829999999999,4349.598428571429,3395.470847807797
2023-08-16,11059.542000000001,9413.712,3100.9615,8005.811,5486.5385000000015,4155.14045370508
2023-08-17,6545.376,11059.542000000001,2295.78,1512.558,6093.623642857144,3914.7474075908904
2023-08-18,2375.648,6545.376,8917.02,8133.444,5159.14192857143,3909.1871909313095
2023-08-19,5510.1675,2375.648,2311.882,8709.9,5616.039857142859,3702.375516553902
2023-08-20,2640.7394999999997,5510.1675,875.14,3456.96,5868.268357142858,3370.866679845064
2023-08-21,362.3295,2640.7394999999997,3532.6935000000003,7124.754,5415.359214285715,3907.279935863966
2023-08-22,11234.82,362.3295,9413.712,10531.0,5675.517500000001,4262.365178420842
2023-08-23,10464.778999999999,11234.82,11059.542000000001,11952.037,5590.551357142858,4141.362752083045
2023-08-24,3362.1,10464.778999999999,6545.376,7565.4675,5135.797642857144,4193.487240829386
2023-08-25,6742.719999999999,3362.1,2375.648,2368.698,5759.665071428572,4036.3207434883884
2023-08-26,6879.384,6742.719999999999,5510.1675,7350.34,5955.267428571429,4055.3464778384723
2023-08-27,3637.08,6879.384,2640.7394999999997,14194.8555,6097.601785714287,3935.3334126442433
2023-08-28,5185.5085,3637.08,362.3295,7723.125,6786.627357142858,3096.674741181538
2023-08-29,1424.979,5185.5085,11234.82,3269.844,5385.221500000001,2965.06473787321
2023-08-30,5540.7119999999995,1424.979,10464.778999999999,475.479,4681.783357142857,1979.4001512526768
2023-08-31,4556.637000000001,5540.7119999999995,3362.1,7683.296,4852.431500000001,1896.4177493209334
2023-09-01,4650.349999999999,4556.637000000001,6742.719999999999,2356.038,4553.521500000001,1703.94726455696
2023-09-02,1671.012,4650.349999999999,6879.384,3219.0425,3809.468357142858,1655.5229171504402
2023-09-03,9621.565999999999,1671.012,3637.08,776.8625,4664.394928571429,2741.015685895363
2023-09-04,1623.72,9621.565999999999,5185.5085,8380.310000000001,4155.568000000001,2950.7290823960334
2023-09-05,9216.187,1623.72,1424.979,22418.7635,5268.5977142857155,3207.3539215435753
2023-09-06,10513.199499999999,9216.187,5540.7119999999995,2984.8500000000004,5978.953071428572,3777.6157304249105
2023-09-07,3170.6345,10513.199499999999,4556.637000000001,1605.92,5780.952714285714,3898.964068444081
2023-09-08,16368.7345,3170.6345,4650.349999999999,3100.9615,7455.007642857143,5513.878945584207
2023-09-09,4973.472,16368.7345,1671.012,2295.78,7926.787642857144,5059.027329614538
2023-09-10,3568.902,4973.472,9621.565999999999,8917.02,7062.121357142859,5235.263511794239
2023-09-11,2015.195,3568.902,1623.72,2311.882,7118.046357142858,5169.159624175222
2023-09-12,3566.43,2015.195,9216.187,875.14,6310.938214285716,5227.700052484387
2023-09-13,2814.2325,3566.43,10513.199499999999,3532.6935000000003,5211.085785714286,5001.22169106269
2023-09-14,3870.5175,2814.2325,3170.6345,9413.712,5311.069071428573,4960.460591791016
2023-09-16,11664.833499999999,3870.5175,16368.7345,11059.542000000001,4639.083214285715,3229.407025921472
2023-09-17,10389.702,11664.833499999999,4973.472,6545.376,5412.830357142858,3901.739494667029
2023-09-18,12270.949999999999,10389.702,3568.902,2375.648,6655.980071428572,4548.94147522318
2023-09-19,1861.704,12270.949999999999,2015.195,5510.1675,6634.052785714286,4575.333186390191
2023-09-20,12742.1315,1861.704,3566.43,2640.7394999999997,7944.8672857142865,4855.799214161443
2023-09-22,3595.891,12742.1315,2814.2325,362.3295,8056.532785714286,4725.385578475711
2023-09-23,7759.09,3595.891,3870.5175,11234.82,8612.043142857143,4366.180999681648
2023-09-24,1355.562,7759.09,11664.833499999999,10464.778999999999,7139.2900714285715,4873.998999419389
2023-09-26,2344.215,1355.562,10389.702,3362.1,5989.934785714286,4928.076732757721
2023-09-29,4233.482,2344.215,12270.949999999999,6742.719999999999,4841.725071428572,4084.9503696328748
2023-09-30,5750.332,4233.482,1861.704,6879.384,5397.243357142857,3870.95496698019
2023-10-01,179.76600000000002,5750.332,12742.1315,3637.08,3602.619714285716,2602.4259241149707
2023-10-02,1188.432,179.76600000000002,3595.891,5185.5085,3258.6970000000006,2757.8977909945156
2023-10-04,520.704,1188.432,7759.09,1424.979,2224.641857142858,2057.2708295923503
2023-10-06,1084.49,520.704,1355.562,5540.7119999999995,2185.9172857142867,2078.7948796509545
2023-10-07,6904.802999999999,1084.49,2344.215,4556.637000000001,2837.429857142858,2744.6879820547147
2023-10-08,2726.64,6904.802999999999,4233.482,4650.349999999999,2622.166714285715,2675.1578761876867
2023-10-09,1311.687,2726.64,5750.332,1671.012,1988.0745714285724,2311.429827420986
2023-10-11,1656.6924999999999,1311.687,179.76600000000002,9621.565999999999,2199.0640714285723,2182.676693364477
2023-10-13,376.35,1656.6924999999999,1188.432,1623.72,2083.052357142858,2265.361033182205
2023-10-16,2768.262,376.35,520.704,9216.187,2404.132071428572,2164.027812863431
2023-10-18,9376.103,2768.262,1084.49,10513.199499999999,3588.6482142857153,3295.0334402050066
2023-10-19,11621.85,9376.103,6904.802999999999,3170.6345,4262.512071428572,4387.487381061789
2023-10-20,3469.284,11621.85,2726.64,16368.7345,4368.604071428573,4353.002647217945
2023-10-21,3745.644,3469.284,1311.687,4973.472,4716.3122142857155,4161.106080536306
2023-10-22,6619.255999999999,3745.644,1656.6924999999999,3568.902,5425.249857142859,3971.368300434606
2023-10-23,9703.119999999999,6619.255999999999,376.35,2015.195,6757.645571428572,3535.826916053814
2023-10-24,1798.0500000000002,9703.119999999999,2768.262,3566.43,6619.0438571428585,3731.8531095483227
2023-10-25,1753.7030000000002,1798.0500000000002,9376.103,2814.2325,5530.1295714285725,3901.5038142365893
2023-10-26,7308.373500000001,1753.7030000000002,11621.85,3870.5175,4913.918642857143,3020.084833389251
2023-10-28,2769.6315,7308.373500000001,3469.284,11664.833499999999,4813.968285714286,3086.7064968893965
2023-10-29,215.28,2769.6315,3745.644,10389.702,4309.630571428572,3544.7769898588735
2023-10-31,1347.5790000000002,215.28,6619.255999999999,12270.949999999999,3556.5338571428583,3532.2787902198224
2023-11-03,1378.224,1347.5790000000002,9703.119999999999,1861.704,2367.2630000000013,2306.7262925207156
2023-11-04,8737.6095,1378.224,1798.0500000000002,12742.1315,3358.6286428571443,3299.0803606830705
2023-11-05,7031.352000000001,8737.6095,1753.7030000000002,3595.891,4112.578500000001,3469.8130397969685
2023-11-06,1961.3494999999998,7031.352000000001,7308.373500000001,7759.09,3348.7179285714296,3229.2392010917033
2023-11-08,5096.75,1961.3494999999998,2769.6315,1355.562,3681.1634285714294,3279.089046897521
2023-11-09,2338.1145,5096.75,215.28,2344.215,3984.4255000000016,2990.602145645045
2023-11-10,2191.2065,2338.1145,1347.5790000000002,4233.482,4104.943714285715,2881.6433274203364
2023-11-11,4327.307999999999,2191.2065,1378.224,5750.332,4526.24142857143,2620.280287985973
2023-11-12,2085.5065,4327.307999999999,8737.6095,179.76600000000002,3575.941000000001,1961.9413154809422
2023-11-13,9426.537,2085.5065,7031.352000000001,1188.432,3918.110285714287,2725.3541662212738
2023-11-15,4221.117,9426.537,1961.3494999999998,520.704,4240.934214285715,2585.173277958458
2023-11-16,11054.034,4221.117,5096.75,1084.49,5091.974785714287,3667.7591458982765
2023-11-19,8296.636,11054.034,2338.1145,6904.802999999999,5943.192142857143,3613.1438991393293
2023-11-20,2231.322,8296.636,2191.2065,2726.64,5948.922928571429,3606.2262550395712
2023-11-21,4019.187,2231.322,4327.307999999999,1311.687,5904.905642857144,3631.1130052777326
2023-11-22,1054.348,4019.187,2085.5065,1656.6924999999999,5757.597285714286,3827.4902854702677
2023-11-23,6608.658,1054.348,9426.537,376.35,5355.043142857145,3512.523503101275
2023-11-24,2667.6,6608.658,4221.117,2768.262,5133.112142857144,3642.7717635142694
2023-11-25,1460.35,2667.6,11054.034,9376.103,3762.5858571428585,2735.6348058880653
2023-11-26,13557.375,1460.35,8296.636,11621.85,4514.120000000001,4403.196668842733
2023-11-27,13852.655999999999,13557.375,2231.322,3469.284,6174.310571428572,5462.482710991951
2023-11-28,4958.23,13852.655999999999,4019.187,3745.644,6308.459571428572,5412.0333036051525
2023-11-29,11637.002,4958.23,1054.348,6619.255999999999,7820.267285714288,5172.513330565024
2023-11-30,14963.862499999997,11637.002,6608.658,9703.119999999999,9013.86792857143,5775.227888594107
2023-12-01,5614.771000000001,14963.862499999997,2667.6,1798.0500000000002,9434.892357142859,5325.370962252347
2023-12-03,10716.7575,5614.771000000001,1460.35,1753.7030000000002,10757.236285714285,3999.315639252158
2023-12-04,241.371,10716.7575,13557.375,7308.373500000001,8854.95,5375.545671410706
2023-12-06,3150.678,241.371,13852.655999999999,2769.6315,7326.0960000000005,5237.347285074612
2023-12-07,6651.4795,3150.678,4958.23,215.28,7567.988785714288,5148.099531162323
2023-12-08,5732.27,6651.4795,11637.002,1347.5790000000002,6724.455642857143,4845.095982486242
2023-12-09,14882.553,5732.27,14963.862499999997,1378.224,6712.840000000001,4822.093479427125
2023-12-10,660.858,14882.553,5614.771000000001,8737.6095,6005.138142857143,5345.252571446626
2023-12-11,8136.799999999999,660.858,10716.7575,7031.352000000001,5636.5727857142865,5046.848730718576
2023-12-12,9163.238,8136.799999999999,241.371,1961.3494999999998,6911.125214285715,4560.370427888707
2023-12-13,1244.298,9163.238,3150.678,5096.75,6638.7852142857155,4868.857746489605
2023-12-16,3659.57,1244.298,6651.4795,2338.1145,6211.369571428572,4997.189672858467
2023-12-17,421.056,3659.57,5732.27,2191.2065,5452.6247142857155,5463.51178741875
2023-12-18,4358.7585,421.056,14882.553,4327.307999999999,3949.225500000001,3548.5043268495306
2023-12-19,3315.5899999999997,4358.7585,660.858,2085.5065,4328.472928571429,3269.3687105534786
2023-12-20,4424.34,3315.5899999999997,8136.799999999999,9426.537,3798.1215000000007,2818.6745567485877
2023-12-21,4151.272,4424.34,9163.238,4221.117,3082.126357142858,1603.187161359317
2023-12-23,3438.985,4151.272,1244.298,11054.034,3395.6530714285727,1383.4074154511793
2023-12-25,10454.676000000001,3438.985,3659.57,8296.636,4366.382500000001,3017.9142813981102
2023-12-26,2373.061,10454.676000000001,421.056,2231.322,4645.240357142859,2661.773755052817
2023-12-28,6765.139999999999,2373.061,4358.7585,4019.187,4989.009142857144,2771.729331831822
2023-12-29,7686.036,6765.139999999999,3315.5899999999997,1054.348,5613.358571428573,2823.7043551390675
2023-12-30,2466.343,7686.036,4424.34,6608.658,5333.644714285716,3049.1009784813564
2024-01-01,5342.0575,2466.343,4151.272,2667.6,5503.756928571429,3005.040183957267
2024-01-02,10835.128,5342.0575,3438.985,1460.35,6560.348785714287,3428.4867643362254
2024-01-03,2040.368,10835.128,10454.676000000001,13557.375,5358.3047857142865,3308.504253312471
2024-01-04,103.13,2040.368,2373.061,13852.655999999999,5034.02892857143,3733.7715541773046
2024-01-05,5300.943,103.13,6765.139999999999,4958.23,4824.8579285714295,3660.931806291914
2024-01-06,2832.6675,5300.943,7686.036,11637.002,4131.519571428572,3484.058609026447
2024-01-07,2159.445,2832.6675,2466.343,14963.862499999997,4087.677000000001,3510.337026804836
2024-01-08,7056.110000000001,2159.445,5342.0575,5614.771000000001,4332.541642857143,3668.6330204859664
2024-01-09,14704.154,7056.110000000001,10835.128,10716.7575,4885.259642857144,4897.302704483864
2024-01-10,8777.95,14704.154,2040.368,241.371,5847.7713571428585,4907.070932713724
2024-01-11,3209.175,8777.95,103.13,3150.678,6291.492071428574,4416.9963538554
2024-01-12,1869.966,3209.175,5300.943,6651.4795,5801.352500000002,4724.866637992455
2024-01-13,5360.379499999999,1869.966,2832.6675,5732.27,6162.454214285715,4553.6577587321335
2024-01-14,7844.682,5360.379499999999,2159.445,14882.553,6974.63092857143,4215.115347349055
2024-01-15,5968.332,7844.682,7056.110000000001,660.858,6819.234071428573,4231.629823146146
2024-01-16,2296.3849999999998,5968.332,14704.154,8136.799999999999,5046.695642857144,2699.725289680469
2024-01-17,2029.293,2296.3849999999998,8777.95,9163.238,4082.601785714287,2324.0489349481395
2024-01-18,534.96,2029.293,3209.175,1244.298,3700.571071428572,2683.5448053939413
2024-01-19,800.4419999999999,534.96,1869.966,3659.57,3547.781928571429,2831.510150182551
2024-01-20,8243.397,800.4419999999999,5360.379499999999,421.056,3959.641571428572,3308.589598018525
2024-01-22,3384.1425,8243.397,7844.682,4358.7585,3322.4216428571444,2830.662647882384
2024-01-23,15847.212,3384.1425,5968.332,3315.5899999999997,4733.690214285715,5537.804696871125
2024-01-24,5462.0805,15847.212,2296.3849999999998,4424.34,5185.93242857143,5433.877064647175
2024-01-25,14096.081999999999,5462.0805,2029.293,4151.272,6909.759428571429,6134.4309155224455
2024-01-27,1659.744,14096.081999999999,534.96,3438.985,7070.442857142858,5951.628853237104
2024-01-28,10741.294,1659.744,800.4419999999999,10454.676000000001,8490.564571428573,5363.088873973795
2024-01-29,23546.244,10741.294,8243.397,2373.061,10676.685571428572,7807.420078381682
2024-01-30,1241.4599999999998,23546.244,3384.1425,6765.139999999999,10370.588071428572,8174.363146044464
2024-01-31,1161.45,1241.4599999999998,15847.212,7686.036,8272.622071428572,8415.52000833383
2024-02-01,1880.1915,1161.45,5462.0805,2466.343,7760.923642857143,8718.343112629365
2024-02-03,13734.851999999999,1880.1915,14096.081999999999,5342.0575,7709.319357142858,8675.559418727815
2024-02-04,10719.54,13734.851999999999,1659.744,10835.128,9003.57592857143,8289.85678580951
2024-02-05,5521.124,10719.54,10741.294,2040.368,8257.837357142858,8342.11482375242
2024-02-06,2168.9280000000003,5521.124,23546.244,103.13,5203.935071428573,5092.486028181239
2024-02-07,13140.366,2168.9280000000003,1241.4599999999998,5300.943,6903.778785714288,5517.54671184942
